COMPOUND,YEAR,STATE_CODE,COUNTY_CODE,LOW_ESTIMATE,HIGH_ESTIMATE,COUNTY,STATE
"2,4-DB",2014,08,025,,0.7,Musi Banyuasin,Sumatera Selatan
"2,4-DB",2014,08,053,,0.7,Banyuasin,Sumatera Selatan
"2,4-DB",2014,08,061,,687.0,Lubuklinggau,Sumatera Selatan
"2,4-DB",2014,08,093,,3.4,Empat Lawang,Sumatera Selatan
"2,4-DB",2014,09,001,4.3,4.3,Kaur,Bengkulu
"2,4-DB",2014,09,003,3.0,3.0,Bengkulu Tengah,Bengkulu
"2,4-DB",2014,09,007,1.4,1.4,Mukomuko,Bengkulu
"2,4-DB",2014,09,011,8.0,8.0,Kepahiang,Bengkulu
"2,4-DB",2014,10,003,7.6,7.6,Lampung Timur,Lampung
"2,4-DB",2014,12,001,277.0,277.0,Bangka Tengah,Kepulauan Bangka Belitung
"2,4-DB",2014,12,003,,8.1,Bangka Selatan,Kepulauan Bangka Belitung
"2,4-DB",2014,12,005,,9.5,Bangka Barat,Kepulauan Bangka Belitung
"2,4-DB",2014,13,001,397.6,537.5,Natuna,Kepulauan Riau
"2,4-DB",2014,13,003,858.4,858.4,Kepulauan Anambas,Kepulauan Riau
"2,4-DB",2014,13,007,2452.0,2501.0,Tanjung Pinang,Kepulauan Riau
"2,4-DB",2014,13,011,0.0,100.6,Lingga,Kepulauan Riau
"2,4-DB",2014,13,021,,28.1,Karimun,Kepulauan Riau
"2,4-DB",2014,13,027,1002.2,1002.2,Bintan,Kepulauan Riau
"2,4-DB",2014,13,037,1718.0,1751.5,Batam,Kepulauan Riau
"2,4-DB",2014,16,001,,64.4,Karawang,Jawa Barat
"2,4-DB",2014,16,003,,15.9,Cimahi,Jawa Barat
"2,4-DB",2014,16,005,63.4,63.4,Tasikmalaya,Jawa Barat
"2,4-DB",2014,16,007,110.5,110.5,Bandung,Jawa Barat
"2,4-DB",2014,16,011,217.8,217.8,Garut,Jawa Barat
"2,4-DB",2014,16,013,,74.4,Subang,Jawa Barat
"2,4-DB",2014,16,015,,3.3,Bogor,Jawa Barat
"2,4-DB",2014,16,017,,5.5,Pangandaran,Jawa Barat
"2,4-DB",2014,16,019,136.5,136.5,Kuningan,Jawa Barat
"2,4-DB",2014,16,023,118.6,118.6,Cirebon,Jawa Barat
"2,4-DB",2014,16,027,,100.8,Majalengka,Jawa Barat
"2,4-DB",2014,16,037,58.5,58.5,Bekasi,Jawa Barat
"2,4-DB",2014,16,055,,28.6,Sukabumi,Jawa Barat
"2,4-DB",2014,16,067,,120.0,Depok,Jawa Barat
"2,4-DB",2014,17,001,,37.6,Banyumas,Jawa Tengah
"2,4-DB",2014,17,003,,7.7,Pemalang,Jawa Tengah
"2,4-DB",2014,17,005,,18.9,Demak,Jawa Tengah
"2,4-DB",2014,17,007,,13.7,Tegal,Jawa Tengah
"2,4-DB",2014,17,011,,42.8,Pekalongan,Jawa Tengah
"2,4-DB",2014,17,015,,12.6,Cilacap,Jawa Tengah
"2,4-DB",2014,17,019,87.4,87.4,Karanganyar,Jawa Tengah
"2,4-DB",2014,17,027,,24.2,Magelang,Jawa Tengah
"2,4-DB",2014,17,029,,39.2,Semarang,Jawa Tengah
"2,4-DB",2014,17,031,,0.9,Blora,Jawa Tengah
"2,4-DB",2014,17,035,,24.5,Sukoharjo,Jawa Tengah
"2,4-DB",2014,17,037,,39.2,Klaten,Jawa Tengah
"2,4-DB",2014,17,039,,33.5,Rembang,Jawa Tengah
"2,4-DB",2014,17,043,,0.7,Grobogan,Jawa Tengah
"2,4-DB",2014,17,049,,33.1,Sragen,Jawa Tengah
"2,4-DB",2014,17,053,44.8,44.8,Kebumen,Jawa Tengah
"2,4-DB",2014,17,075,93.6,93.6,Salatiga,Jawa Tengah
"2,4-DB",2014,17,091,41.8,41.8,Kudus,Jawa Tengah
"2,4-DB",2014,17,093,,17.5,Wonogiri,Jawa Tengah
"2,4-DB",2014,17,117,,35.7,Surakarta (Solo),Jawa Tengah
"2,4-DB",2014,17,159,,30.0,Pati,Jawa Tengah
"2,4-DB",2014,18,001,,17.9,Yogyakarta,DI Yogyakarta
"2,4-DB",2014,18,003,,25.7,Kulon Progo,DI Yogyakarta
"2,4-DB",2014,18,005,,16.2,Bantul,DI Yogyakarta
"2,4-DB",2014,18,007,,35.3,Gunung Kidul,DI Yogyakarta
"2,4-DB",2014,18,037,97.6,108.4,Sleman,DI Yogyakarta
"2,4-DB",2014,19,001,,24.7,Trenggalek,Jawa Timur
"2,4-DB",2014,19,005,,7.3,Bangkalan,Jawa Timur
"2,4-DB",2014,19,007,,13.7,Banyuwangi,Jawa Timur
"2,4-DB",2014,19,009,,23.3,Tulungagung,Jawa Timur
"2,4-DB",2014,19,011,,48.5,Mojokerto,Jawa Timur
"2,4-DB",2014,19,015,,30.7,Jember,Jawa Timur
"2,4-DB",2014,19,017,,17.9,Probolinggo,Jawa Timur
"2,4-DB",2014,19,021,,33.0,Kediri,Jawa Timur
"2,4-DB",2014,19,023,,25.4,Sumenep,Jawa Timur
"2,4-DB",2014,19,025,,31.6,Pasuruan,Jawa Timur
"2,4-DB",2014,19,027,,27.1,Pamekasan,Jawa Timur
"2,4-DB",2014,19,031,,35.4,Bondowoso,Jawa Timur
"2,4-DB",2014,19,039,,12.9,Sidoarjo,Jawa Timur
"2,4-DB",2014,19,047,,36.4,Malang,Jawa Timur
"2,4-DB",2014,19,055,,14.1,Surabaya,Jawa Timur
"2,4-DB",2014,19,071,,26.8,Situsbondowoso,Jawa Timur
"2,4-DB",2014,19,077,,22.3,Lumajang,Jawa Timur
"2,4-DB",2014,19,105,,21.4,Blitar,Jawa Timur
"2,4-DB",2014,20,001,5.3,220.3,Serang,Banten
"2,4-DB",2014,20,003,,110.5,Lebak,Banten
"2,4-DB",2014,20,005,,13.7,Pandeglang,Banten
"2,4-DB",2014,20,015,5.8,882.1,Cilegon,Banten
"2,4-DB",2014,20,017,,80.6,Tangerang Selatan,Banten
"2,4-DB",2014,20,039,,330.5,Tangerang,Banten
"2,4-DB",2014,21,001,,109.7,Tabanan,Bali
"2,4-DB",2014,21,003,,157.1,Gianyar,Bali
"2,4-DB",2014,21,009,,341.5,Bangli,Bali
"2,4-DB",2014,21,033,172.1,180.8,Karangasem,Bali
"2,4-DB",2014,24,001,7.7,7.7,Ketapang,Kalimantan Barat
"2,4-DB",2014,24,005,7.8,7.8,Sanggau,Kalimantan Barat
"2,4-DB",2014,24,013,15.9,15.9,Sambas,Kalimantan Barat
"2,4-DB",2014,24,015,9.4,9.4,Melawi,Kalimantan Barat
"2,4-DB",2014,24,023,57.6,57.6,Sintang,Kalimantan Barat
"2,4-DB",2014,24,029,5.9,5.9,Mempawah,Kalimantan Barat
"2,4-DB",2014,24,031,2.5,2.5,Singkawang,Kalimantan Barat
"2,4-DB",2014,25,003,13.3,13.3,Seruyan,Kalimantan Tengah
"2,4-DB",2014,25,005,4.9,4.9,Barito Selatan,Kalimantan Tengah
"2,4-DB",2014,25,007,0.9,0.9,Pulang Pisau,Kalimantan Tengah
"2,4-DB",2014,25,009,3.5,3.5,Lamandau,Kalimantan Tengah
"2,4-DB",2014,25,011,13.9,13.9,Kapuas,Kalimantan Tengah
"2,4-DB",2014,25,023,3.6,3.6,Katingan,Kalimantan Tengah
"2,4-DB",2014,25,027,22.8,22.8,Palangka Raya,Kalimantan Tengah
"2,4-DB",2014,27,011,,26.1,Bontang,Kalimantan Timur
"2,4-DB",2014,27,013,,40.2,Paser,Kalimantan Timur
"2,4-DB",2014,27,015,,30.0,Penajam Paser Utara,Kalimantan Timur
"2,4-DB",2014,27,033,,38.8,Balikpapan,Kalimantan Timur
"2,4-DB",2014,28,001,,30.6,Tana Tidung,Kalimantan Utara
"2,4-DB",2014,28,005,,117.8,Nunukan,Kalimantan Utara
"2,4-DB",2014,28,007,66.8,66.8,Malinau,Kalimantan Utara
"2,4-DB",2014,28,015,134.8,134.8,Bulungan,Kalimantan Utara
"2,4-DB",2014,29,001,,7.2,Bitung,Sulawesi Utara
"2,4-DB",2014,29,003,,3.4,Tomohon,Sulawesi Utara
"2,4-DB",2014,29,009,,233.9,Kepulauan Siau Tagulandang Biaro,Sulawesi Utara
"2,4-DB",2014,29,011,,147.8,Minahasa,Sulawesi Utara
"2,4-DB",2014,29,013,6.6,6.6,Kepulauan Talaud,Sulawesi Utara
"2,4-DB",2014,29,017,,2.3,Kepulauan Sangihe,Sulawesi Utara
"2,4-DB",2014,29,019,,2.3,Bolaang Mongondow Selatan,Sulawesi Utara
"2,4-DB",2014,29,023,,24.8,Minahasa Utara,Sulawesi Utara
"2,4-DB",2014,29,031,,13.9,Manado,Sulawesi Utara
"2,4-DB",2014,29,035,,0.0,Bolaang Mongondow,Sulawesi Utara
"2,4-DB",2014,29,065,,0.0,Bolaang Mongondow Timur,Sulawesi Utara
"2,4-DB",2014,29,095,1.8,1.8,Minahasa Selatan,Sulawesi Utara
"2,4-DB",2014,30,001,,107.3,Morowali,Sulawesi Tengah
"2,4-DB",2014,30,007,,108.0,Buol,Sulawesi Tengah
"2,4-DB",2014,30,009,,199.0,Palu,Sulawesi Tengah
"2,4-DB",2014,30,013,,255.9,Tojo Una-Una,Sulawesi Tengah
"2,4-DB",2014,30,023,,19.5,Donggala,Sulawesi Tengah
"2,4-DB",2014,30,027,,784.8,Sigi,Sulawesi Tengah
"2,4-DB",2014,30,039,,32.5,Banggai Kepulauan,Sulawesi Tengah
"2,4-DB",2014,30,061,,6.5,Poso,Sulawesi Tengah
"2,4-DB",2014,31,001,,21.4,Luwu Utara,Sulawesi Selatan
"2,4-DB",2014,31,003,,34.2,Makassar,Sulawesi Selatan
"2,4-DB",2014,31,007,170.4,170.4,Bone,Sulawesi Selatan
"2,4-DB",2014,31,011,,28.1,Sidenreng Rappang,Sulawesi Selatan
"2,4-DB",2014,31,015,14.8,14.8,Barru,Sulawesi Selatan
"2,4-DB",2014,31,017,12.7,12.7,Pinrang,Sulawesi Selatan
"2,4-DB",2014,31,021,,28.4,Enrekang,Sulawesi Selatan
"2,4-DB",2014,31,023,,27.2,Takalar,Sulawesi Selatan
"2,4-DB",2014,31,025,,30.3,Bulukumba,Sulawesi Selatan
"2,4-DB",2014,31,027,,30.5,Parepare,Sulawesi Selatan
"2,4-DB",2014,31,029,,136.0,Pangkep,Sulawesi Selatan
"2,4-DB",2014,31,031,7.2,7.2,Luwu Timur,Sulawesi Selatan
"2,4-DB",2014,31,039,,31.2,Jeneponto,Sulawesi Selatan
"2,4-DB",2014,31,043,,12.2,Palopo,Sulawesi Selatan
"2,4-DB",2014,31,047,,20.8,Maros,Sulawesi Selatan
"2,4-DB",2014,31,049,274.9,274.9,Gowa,Sulawesi Selatan
"2,4-DB",2014,31,069,154.5,154.5,Luwu,Sulawesi Selatan
"2,4-DB",2014,31,145,,217.2,Tana Toraja,Sulawesi Selatan
"2,4-DB",2014,31,177,,21.3,Sinjai,Sulawesi Selatan
"2,4-DB",2014,32,001,,85.3,Wakatobi,Sulawesi Tenggara
"2,4-DB",2014,32,003,5.7,5.7,Kolaka Utara,Sulawesi Tenggara
"2,4-DB",2014,32,005,,34.1,Muna,Sulawesi Tenggara
"2,4-DB",2014,32,013,,255.9,Baubau,Sulawesi Tenggara
"2,4-DB",2014,32,015,,96.7,Konawe,Sulawesi Tenggara
"2,4-DB",2014,32,019,,153.5,Buton,Sulawesi Tenggara
"2,4-DB",2014,32,027,,136.5,Kendari,Sulawesi Tenggara
"2,4-DB",2014,33,001,1.6,1.6,Gorontalo,Gorontalo
"2,4-DB",2014,33,003,1.3,1.3,Pohuwato,Gorontalo
"2,4-DB",2014,33,005,3.8,3.8,Boalemo,Gorontalo
"2,4-DB",2014,33,007,4.9,4.9,Bone Bolango,Gorontalo
"2,4-DB",2014,33,015,3.0,3.0,Gorontalo Utara,Gorontalo
"2,4-DB",2014,34,001,0.7,0.7,Mamasa,Sulawesi Barat
"2,4-DB",2014,34,005,6.5,6.5,Pasangkayu,Sulawesi Barat
"2,4-DB",2014,34,009,0.4,0.4,Majene,Sulawesi Barat
"2,4-DB",2014,35,001,,20.6,Ambon,Maluku
"2,4-DB",2014,35,005,,11.5,Tual,Maluku
"2,4-DB",2014,35,009,,108.1,Seram Bagian Barat,Maluku
"2,4-DB",2014,35,013,,3.1,Maluku Utara,Maluku
"2,4-DB",2014,35,015,,4.3,Maluku Tenggara,Maluku
"2,4-DB",2014,35,017,,8.3,Seram Bagian Timur,Maluku
"2,4-DB",2014,35,019,,0.3,Bacan,Maluku
"2,4-DB",2014,35,061,,28.4,Maluku Tengah,Maluku
"2,4-DB",2014,36,001,,70.5,Morotai,Maluku Utara
"2,4-DB",2014,36,003,,86.9,Halmahera Timur,Maluku Utara
"2,4-DB",2014,36,007,,111.7,Tidore,Maluku Utara
"2,4-DB",2014,36,013,,124.6,Halmahera Barat,Maluku Utara
"2,4-DB",2014,36,017,,54.4,Ternate,Maluku Utara
"2,4-DB",2014,36,021,,32.4,Kepulauan Sula,Maluku Utara
"2,4-DB",2014,36,027,,40.3,Halmahera Selatan,Maluku Utara
"2,4-DB",2014,36,049,,77.5,Halmahera Tengah,Maluku Utara
"2,4-DB",2014,37,001,,86.3,Asmat,Papua
"2,4-DB",2014,37,005,,115.3,Pegunungan Bintang,Papua
"2,4-DB",2014,37,007,3.0,54.1,Jayapura,Papua
"2,4-DB",2014,37,011,,17.2,Sarmi,Papua
"2,4-DB",2014,37,015,981.2,986.4,Yahukimo,Papua
"2,4-DB",2014,37,017,50.4,79.0,Paniai,Papua
"2,4-DB",2014,37,021,0.0,0.0,Mimika,Papua
"2,4-DB",2014,37,023,0.2,0.2,Merauke,Papua
"2,4-DB",2014,37,025,1.4,66.5,Waropen,Papua
"2,4-DB",2014,37,027,,30.0,Keerom,Papua
"2,4-DB",2014,37,041,399.4,405.3,Nabire,Papua
"2,4-DB",2014,37,045,3.2,143.8,Tolikara,Papua
"2,4-DB",2014,37,049,53.0,97.2,Supiori,Papua
"2,4-DB",2014,37,061,70.3,149.7,Puncak Jaya,Papua
"2,4-DB",2014,37,071,0.8,42.0,Biak Numfor,Papua
"2,4-DB",2014,39,003,,20.9,Boven Digoel,Papua Selatan
"2,4-DB",2014,39,025,,9.4,Mappi,Papua Selatan
"2,4-DB",2014,40,001,39.5,39.5,Intan Jaya,Papua Tengah
"2,4-DB",2014,41,011,,16.0,Lanny Jaya,Papua Pegunungan
"2,4-DB",2014,41,029,,49.4,Mamberamo Raya,Papua Pegunungan
6-Benzyladenine,2014,01,015,0.0,0.0,Aceh Barat Daya,Aceh
6-Benzyladenine,2014,01,019,0.1,0.1,Aceh Tamiang,Aceh
6-Benzyladenine,2014,01,021,0.0,0.0,Lhokseumawe,Aceh
6-Benzyladenine,2014,01,055,0.1,0.1,Nagan Raya,Aceh
6-Benzyladenine,2014,06,007,0.4,0.4,Merangin,Jambi
6-Benzyladenine,2014,06,019,0.0,0.0,Batanghari,Jambi
6-Benzyladenine,2014,09,001,0.3,0.3,Kaur,Bengkulu
6-Benzyladenine,2014,09,003,2.0,2.0,Bengkulu Tengah,Bengkulu
6-Benzyladenine,2014,09,007,0.6,0.6,Mukomuko,Bengkulu
6-Benzyladenine,2014,09,011,0.6,0.6,Kepahiang,Bengkulu
6-Benzyladenine,2014,13,021,0.0,0.0,Karimun,Kepulauan Riau
6-Benzyladenine,2014,16,001,0.2,0.2,Karawang,Jawa Barat
6-Benzyladenine,2014,16,003,0.0,0.0,Cimahi,Jawa Barat
6-Benzyladenine,2014,16,005,0.2,0.2,Tasikmalaya,Jawa Barat
6-Benzyladenine,2014,16,011,0.2,0.2,Garut,Jawa Barat
6-Benzyladenine,2014,16,013,0.0,0.0,Subang,Jawa Barat
6-Benzyladenine,2014,16,017,0.3,0.3,Pangandaran,Jawa Barat
6-Benzyladenine,2014,16,019,0.3,0.3,Kuningan,Jawa Barat
6-Benzyladenine,2014,16,023,0.0,0.0,Cirebon,Jawa Barat
6-Benzyladenine,2014,16,027,13.5,13.5,Majalengka,Jawa Barat
6-Benzyladenine,2014,16,037,0.0,0.0,Bekasi,Jawa Barat
6-Benzyladenine,2014,16,055,0.3,0.3,Sukabumi,Jawa Barat
6-Benzyladenine,2014,17,001,0.0,0.0,Banyumas,Jawa Tengah
6-Benzyladenine,2014,17,003,0.0,0.0,Pemalang,Jawa Tengah
6-Benzyladenine,2014,17,005,0.0,0.0,Demak,Jawa Tengah
6-Benzyladenine,2014,17,007,0.0,0.0,Tegal,Jawa Tengah
6-Benzyladenine,2014,17,011,0.0,0.0,Pekalongan,Jawa Tengah
6-Benzyladenine,2014,17,015,0.0,0.0,Cilacap,Jawa Tengah
6-Benzyladenine,2014,17,019,0.0,0.0,Karanganyar,Jawa Tengah
6-Benzyladenine,2014,17,027,0.0,0.0,Magelang,Jawa Tengah
6-Benzyladenine,2014,17,029,0.0,0.0,Semarang,Jawa Tengah
6-Benzyladenine,2014,17,031,0.0,0.0,Blora,Jawa Tengah
6-Benzyladenine,2014,17,035,0.0,0.0,Sukoharjo,Jawa Tengah
6-Benzyladenine,2014,17,037,0.0,0.0,Klaten,Jawa Tengah
6-Benzyladenine,2014,17,039,0.0,0.0,Rembang,Jawa Tengah
6-Benzyladenine,2014,17,043,0.0,0.0,Grobogan,Jawa Tengah
6-Benzyladenine,2014,17,049,0.0,0.0,Sragen,Jawa Tengah
6-Benzyladenine,2014,17,053,0.0,0.0,Kebumen,Jawa Tengah
6-Benzyladenine,2014,17,075,0.0,0.0,Salatiga,Jawa Tengah
6-Benzyladenine,2014,17,091,0.0,0.0,Kudus,Jawa Tengah
6-Benzyladenine,2014,17,093,0.0,0.0,Wonogiri,Jawa Tengah
6-Benzyladenine,2014,17,117,0.0,0.0,Surakarta (Solo),Jawa Tengah
6-Benzyladenine,2014,17,159,0.0,0.0,Pati,Jawa Tengah
6-Benzyladenine,2014,18,001,0.0,0.0,Yogyakarta,DI Yogyakarta
6-Benzyladenine,2014,18,003,0.0,0.0,Kulon Progo,DI Yogyakarta
6-Benzyladenine,2014,18,005,0.0,0.0,Bantul,DI Yogyakarta
6-Benzyladenine,2014,18,037,0.0,0.0,Sleman,DI Yogyakarta
6-Benzyladenine,2014,19,001,0.0,0.0,Trenggalek,Jawa Timur
6-Benzyladenine,2014,19,005,0.0,0.0,Bangkalan,Jawa Timur
6-Benzyladenine,2014,19,007,0.0,0.0,Banyuwangi,Jawa Timur
6-Benzyladenine,2014,19,011,0.0,0.0,Mojokerto,Jawa Timur
6-Benzyladenine,2014,19,015,0.0,0.0,Jember,Jawa Timur
6-Benzyladenine,2014,19,017,0.0,0.0,Probolinggo,Jawa Timur
6-Benzyladenine,2014,19,021,0.0,0.0,Kediri,Jawa Timur
6-Benzyladenine,2014,19,031,0.0,0.0,Bondowoso,Jawa Timur
6-Benzyladenine,2014,19,039,0.0,0.0,Sidoarjo,Jawa Timur
6-Benzyladenine,2014,19,055,0.0,0.0,Surabaya,Jawa Timur
6-Benzyladenine,2014,19,071,0.0,0.0,Situsbondowoso,Jawa Timur
6-Benzyladenine,2014,19,105,0.0,0.0,Blitar,Jawa Timur
6-Benzyladenine,2014,21,001,0.0,0.0,Tabanan,Bali
6-Benzyladenine,2014,21,003,0.0,0.0,Gianyar,Bali
6-Benzyladenine,2014,21,009,0.0,0.0,Bangli,Bali
6-Benzyladenine,2014,21,013,0.1,0.1,Badung,Bali
6-Benzyladenine,2014,21,015,0.2,0.1,Denpasar,Bali
6-Benzyladenine,2014,21,017,0.0,0.0,Buleleng,Bali
6-Benzyladenine,2014,21,023,0.1,0.1,Klungkung,Bali
6-Benzyladenine,2014,21,033,0.0,0.0,Karangasem,Bali
6-Benzyladenine,2014,23,001,1.0,1.7,Rote Ndao,Nusa Tenggara Timur
6-Benzyladenine,2014,23,003,0.3,0.5,Alor,Nusa Tenggara Timur
6-Benzyladenine,2014,23,005,0.3,0.6,Manggarai,Nusa Tenggara Timur
6-Benzyladenine,2014,23,007,0.1,0.2,Kupang,Nusa Tenggara Timur
6-Benzyladenine,2014,23,009,0.2,0.3,Manggarai Barat,Nusa Tenggara Timur
6-Benzyladenine,2014,23,011,1.3,2.3,Timor Tengah Selatan,Nusa Tenggara Timur
6-Benzyladenine,2014,23,013,0.1,0.1,Belu,Nusa Tenggara Timur
6-Benzyladenine,2014,23,017,0.8,1.4,Timor Tengah Utara,Nusa Tenggara Timur
6-Benzyladenine,2014,23,019,1.1,1.9,Sikka,Nusa Tenggara Timur
6-Benzyladenine,2014,23,021,0.1,0.1,Flores Timur,Nusa Tenggara Timur
6-Benzyladenine,2014,24,001,0.1,0.1,Ketapang,Kalimantan Barat
6-Benzyladenine,2014,24,003,0.0,0.0,Landak,Kalimantan Barat
6-Benzyladenine,2014,24,005,0.0,0.0,Sanggau,Kalimantan Barat
6-Benzyladenine,2014,24,009,0.0,0.0,Kubu Raya,Kalimantan Barat
6-Benzyladenine,2014,24,013,0.4,0.4,Sambas,Kalimantan Barat
6-Benzyladenine,2014,24,015,0.0,0.0,Melawi,Kalimantan Barat
6-Benzyladenine,2014,24,019,0.1,0.1,Pontianak,Kalimantan Barat
6-Benzyladenine,2014,24,023,0.0,0.0,Sintang,Kalimantan Barat
6-Benzyladenine,2014,24,029,0.1,0.1,Mempawah,Kalimantan Barat
6-Benzyladenine,2014,24,031,0.2,0.2,Singkawang,Kalimantan Barat
6-Benzyladenine,2014,24,039,0.1,0.1,Kapuas Hulu,Kalimantan Barat
6-Benzyladenine,2014,25,001,0.1,0.1,Barito Utara,Kalimantan Tengah
6-Benzyladenine,2014,25,003,0.4,0.4,Seruyan,Kalimantan Tengah
6-Benzyladenine,2014,25,005,0.3,0.3,Barito Selatan,Kalimantan Tengah
6-Benzyladenine,2014,25,007,0.0,0.0,Pulang Pisau,Kalimantan Tengah
6-Benzyladenine,2014,25,009,0.6,0.6,Lamandau,Kalimantan Tengah
6-Benzyladenine,2014,25,011,1.3,1.3,Kapuas,Kalimantan Tengah
6-Benzyladenine,2014,25,023,0.6,0.6,Katingan,Kalimantan Tengah
6-Benzyladenine,2014,25,027,5.4,5.4,Palangka Raya,Kalimantan Tengah
6-Benzyladenine,2014,26,001,0.0,0.0,Hulu Sungai Selatan,Kalimantan Selatan
6-Benzyladenine,2014,26,005,4.7,4.7,Hulu Sungai Utara,Kalimantan Selatan
6-Benzyladenine,2014,26,009,1.0,1.0,Hulu Sungai Tengah,Kalimantan Selatan
6-Benzyladenine,2014,26,015,,0.1,Kotabaru,Kalimantan Selatan
6-Benzyladenine,2014,26,017,0.1,0.1,Tapin,Kalimantan Selatan
6-Benzyladenine,2014,26,027,2.7,2.7,Banjarbaru,Kalimantan Selatan
6-Benzyladenine,2014,26,031,0.1,0.1,Tanah Bumbu,Kalimantan Selatan
6-Benzyladenine,2014,26,037,,0.2,Banjarmasin,Kalimantan Selatan
6-Benzyladenine,2014,26,069,0.0,0.0,Barito Kuala,Kalimantan Selatan
6-Benzyladenine,2014,27,001,0.1,0.0,Kutai Barat,Kalimantan Timur
6-Benzyladenine,2014,27,003,0.3,0.2,Samarinda,Kalimantan Timur
6-Benzyladenine,2014,27,009,0.0,0.0,Mahakam Ulu,Kalimantan Timur
6-Benzyladenine,2014,27,013,0.0,0.0,Paser,Kalimantan Timur
6-Benzyladenine,2014,27,015,0.0,0.0,Penajam Paser Utara,Kalimantan Timur
6-Benzyladenine,2014,27,017,0.0,0.0,Kutai Kartanegara,Kalimantan Timur
6-Benzyladenine,2014,27,033,0.0,0.0,Balikpapan,Kalimantan Timur
6-Benzyladenine,2014,29,001,0.0,0.0,Bitung,Sulawesi Utara
6-Benzyladenine,2014,29,003,0.0,0.0,Tomohon,Sulawesi Utara
6-Benzyladenine,2014,29,013,0.0,0.0,Kepulauan Talaud,Sulawesi Utara
6-Benzyladenine,2014,29,019,0.0,0.0,Bolaang Mongondow Selatan,Sulawesi Utara
6-Benzyladenine,2014,29,023,0.0,0.0,Minahasa Utara,Sulawesi Utara
6-Benzyladenine,2014,29,031,0.0,0.0,Manado,Sulawesi Utara
6-Benzyladenine,2014,29,095,0.0,0.0,Minahasa Selatan,Sulawesi Utara
6-Benzyladenine,2014,32,001,0.1,0.1,Wakatobi,Sulawesi Tenggara
6-Benzyladenine,2014,32,003,0.7,0.7,Kolaka Utara,Sulawesi Tenggara
6-Benzyladenine,2014,32,013,0.0,0.0,Baubau,Sulawesi Tenggara
6-Benzyladenine,2014,32,019,0.0,0.0,Buton,Sulawesi Tenggara
6-Benzyladenine,2014,32,027,0.0,0.0,Kendari,Sulawesi Tenggara
6-Benzyladenine,2014,33,001,0.1,0.1,Gorontalo,Gorontalo
6-Benzyladenine,2014,33,003,0.1,0.1,Pohuwato,Gorontalo
6-Benzyladenine,2014,33,005,0.1,0.2,Boalemo,Gorontalo
6-Benzyladenine,2014,33,007,0.1,0.2,Bone Bolango,Gorontalo
6-Benzyladenine,2014,33,015,1.1,1.8,Gorontalo Utara,Gorontalo
6-Benzyladenine,2014,34,001,0.1,0.1,Mamasa,Sulawesi Barat
6-Benzyladenine,2014,34,003,0.0,0.0,Mamuju,Sulawesi Barat
6-Benzyladenine,2014,34,005,0.2,0.2,Pasangkayu,Sulawesi Barat
6-Benzyladenine,2014,34,009,0.0,0.0,Majene,Sulawesi Barat
6-Benzyladenine,2014,34,013,0.0,0.0,Polewali Mandar,Sulawesi Barat
6-Benzyladenine,2014,35,001,0.6,0.6,Ambon,Maluku
6-Benzyladenine,2014,35,061,0.3,0.3,Maluku Tengah,Maluku
6-Benzyladenine,2014,36,001,,0.5,Morotai,Maluku Utara
6-Benzyladenine,2014,36,003,0.6,0.6,Halmahera Timur,Maluku Utara
6-Benzyladenine,2014,36,007,,0.6,Tidore,Maluku Utara
6-Benzyladenine,2014,36,013,3.7,3.7,Halmahera Barat,Maluku Utara
6-Benzyladenine,2014,36,017,,1.0,Ternate,Maluku Utara
6-Benzyladenine,2014,36,021,5.8,5.8,Kepulauan Sula,Maluku Utara
6-Benzyladenine,2014,36,027,1.4,1.4,Halmahera Selatan,Maluku Utara
6-Benzyladenine,2014,36,049,0.0,0.0,Halmahera Tengah,Maluku Utara
6-Benzyladenine,2014,37,001,,0.0,Asmat,Papua
6-Benzyladenine,2014,37,005,,0.0,Pegunungan Bintang,Papua
6-Benzyladenine,2014,37,007,,0.0,Jayapura,Papua
6-Benzyladenine,2014,37,017,0.0,0.0,Paniai,Papua
6-Benzyladenine,2014,37,021,0.0,0.0,Mimika,Papua
6-Benzyladenine,2014,37,023,0.0,0.0,Merauke,Papua
6-Benzyladenine,2014,37,025,,0.0,Waropen,Papua
6-Benzyladenine,2014,37,027,,0.0,Keerom,Papua
6-Benzyladenine,2014,37,041,0.0,0.0,Nabire,Papua
6-Benzyladenine,2014,37,045,,0.0,Tolikara,Papua
6-Benzyladenine,2014,37,049,0.0,0.0,Supiori,Papua
6-Benzyladenine,2014,37,061,0.3,0.3,Puncak Jaya,Papua
6-Benzyladenine,2014,37,071,,0.0,Biak Numfor,Papua
6-Benzyladenine,2014,39,003,0.0,0.0,Boven Digoel,Papua Selatan
6-Benzyladenine,2014,39,025,,0.0,Mappi,Papua Selatan
6-Benzyladenine,2014,41,001,0.1,0.1,Jayawijaya,Papua Pegunungan
6-Benzyladenine,2014,41,005,2.1,2.3,Nduga,Papua Pegunungan
6-Benzyladenine,2014,41,011,0.2,0.2,Lanny Jaya,Papua Pegunungan
6-Benzyladenine,2014,41,029,0.7,7.9,Mamberamo Raya,Papua Pegunungan
Abamectin,2014,01,001,8.6,8.9,Gayo Lues,Aceh
Abamectin,2014,01,003,79.9,82.5,Aceh Singkil,Aceh
Abamectin,2014,01,005,10.4,11.6,Aceh Besar,Aceh
